loan_id,age,gender,marital_status,dependents,education,employment_status,employment_years,annual_income,credit_score,previous_default,existing_loans_count,loan_purpose,loan_amount,loan_term_months,interest_rate,property_ownership,savings_balance,collateral_value,debt_to_income_ratio,loanapproval
LN106212,32,Female,Married,2,Bachelor's,Employed,2.8,67296,581,0,0,Home,79100,120,10.86,Rent,7975,93086,0.118,1
LN106213,23,Male,Widowed,1,High School,Self-Employed,2.1,19976,576,0,2,Auto,4000,48,13.62,Own,1231,3897,0.494,0
LN106214,28,Female,Divorced,1,High School,Retired,5.9,9472,445,0,1,Home,17900,240,14.15,Rent,3365,22305,0.366,0
LN106215,19,Female,Divorced,1,Bachelor's,Employed,0.2,23349,439,1,3,Education,10200,36,17.67,Mortgage,3196,0,0.434,0
LN106216,38,Male,Single,2,Master's,Self-Employed,3.3,20173,547,0,1,Education,6100,48,10.69,Own,13121,0,0.216,1
LN106217,24,Female,Divorced,3,High School,Unemployed,0.0,8000,469,0,5,Education,1400,84,12.79,Rent,436,0,0.665,0
LN106218,35,Female,Single,1,Master's,Unemployed,0.0,10177,508,0,1,Education,1600,24,12.82,Mortgage,907,0,0.504,0
LN106219,53,Male,Single,1,Bachelor's,Self-Employed,7.3,18785,642,0,2,Personal,3700,84,11.52,Mortgage,1847,0,0.355,0
LN106220,51,Male,Single,4,Associate,Retired,13.6,14166,579,0,1,Personal,2700,36,11.74,Own,896,0,0.248,1
LN106221,37,Female,Divorced,0,High School,Employed,4.8,19132,499,0,2,Education,5400,12,14.24,Mortgage,1229,0,0.654,0
LN106222,37,Female,Single,3,High School,Employed,11.6,39858,589,0,2,Auto,7800,240,10.9,Rent,1088,9710,0.084,0
LN106223,58,Female,Single,1,High School,Employed,14.1,15972,567,0,1,Auto,1800,60,12.25,Rent,952,1973,0.243,1
LN106224,43,Female,Single,0,Master's,Employed,5.9,24202,562,0,3,Education,5800,84,13.5,Own,1583,0,0.597,1
LN106225,34,Female,Married,1,Associate,Employed,2.0,22985,687,0,2,Personal,1600,24,8.18,Rent,242,0,0.246,0
LN106226,22,Female,Divorced,3,Master's,Self-Employed,1.8,69376,619,1,1,Personal,13300,36,14.29,Own,12765,0,0.081,1
LN106227,42,Female,Married,1,Master's,Unemployed,0.0,9648,444,0,2,Home,19000,60,14.13,Mortgage,1897,18847,0.874,0
LN106228,47,Male,Married,2,High School,Employed,7.9,30925,713,0,0,Debt Consolidation,3500,48,7.75,Rent,3308,0,0.028,1
LN106229,31,Female,Single,0,High School,Retired,3.9,10041,510,0,4,Education,4100,240,12.22,Own,335,0,1.5,0
LN106230,41,Male,Single,0,Associate,Employed,10.6,35679,579,0,2,Home,68500,240,11.37,Mortgage,1848,66852,0.299,0
LN106231,34,Male,Single,3,Bachelor's,Employed,4.1,47836,488,0,0,Business,30900,360,13.08,Rent,2939,30802,0.022,0
LN106232,35,Female,Married,0,Bachelor's,Self-Employed,1.6,22094,541,0,1,Medical,2500,12,12.23,Own,1117,0,0.33,0
LN106233,18,Male,Married,1,Bachelor's,Employed,0.0,22516,493,0,3,Business,20500,24,11.73,Own,9219,25075,1.076,0
LN106234,35,Male,Single,1,High School,Employed,7.1,8000,523,0,2,Home,8700,24,13.07,Rent,3495,7974,0.784,0
LN106235,48,Male,Divorced,1,PhD,Retired,6.6,46024,550,1,0,Auto,8000,240,14.25,Mortgage,1346,8865,0.01,0
LN106236,31,Female,Widowed,1,Bachelor's,Employed,10.9,24757,628,0,0,Business,19200,24,11.53,Own,130,24700,0.388,1
LN106237,38,Female,Single,3,Bachelor's,Employed,13.7,33819,585,0,1,Education,8100,36,11.81,Own,7528,0,0.22,0
LN106238,29,Female,Single,2,Bachelor's,Retired,1.5,20422,645,0,0,Auto,4500,12,9.75,Rent,4878,4757,0.22,1
LN106239,41,Male,Married,4,Master's,Unemployed,0.0,14056,531,1,2,Personal,2500,24,12.95,Own,5084,0,0.409,0
LN106240,35,Male,Single,1,Bachelor's,Employed,7.7,26856,568,0,1,Home,16900,120,12.08,Rent,2423,16253,0.176,1
LN106241,27,Male,Single,0,High School,Employed,2.5,20852,551,0,1,Personal,3900,48,12.05,Mortgage,1616,0,0.136,0
LN106242,52,Male,Married,3,High School,Employed,10.7,48236,650,0,0,Auto,8000,24,9.57,Mortgage,67436,9860,0.083,1
LN106243,48,Male,Divorced,0,High School,Employed,15.1,61209,668,0,2,Education,29100,180,10.08,Rent,10016,0,0.081,1
LN106244,31,Male,Married,1,Bachelor's,Retired,4.5,31520,524,0,2,Personal,2100,36,14.05,Rent,2645,0,0.306,0
LN106245,43,Male,Single,0,Master's,Unemployed,0.0,21244,507,1,3,Business,15200,60,16.45,Rent,956,14705,0.331,0
LN106246,43,Male,Single,3,Associate,Employed,14.5,36954,566,0,0,Debt Consolidation,5700,360,12.75,Mortgage,4856,0,0.01,1
LN106247,45,Female,Single,2,Master's,Retired,6.6,26719,534,1,1,Business,11000,24,14.38,Own,2460,13359,0.382,0
LN106248,19,Female,Single,1,Bachelor's,Employed,0.4,50484,470,0,1,Auto,9000,240,12.3,Own,4197,8478,0.092,1
LN106249,49,Female,Married,2,PhD,Self-Employed,14.9,44954,596,0,1,Personal,8500,48,10.42,Own,11936,0,0.077,1
LN106250,31,Female,Divorced,1,PhD,Employed,5.1,31229,587,0,0,Debt Consolidation,13000,180,10.3,Own,4200,0,0.028,1
LN106251,34,Male,Single,2,Master's,Employed,5.2,28247,572,0,0,Education,7300,84,12.22,Own,3256,0,0.037,0
LN106252,67,Female,Single,1,High School,Employed,16.0,14492,569,0,0,Home,16400,360,11.79,Mortgage,1462,19940,0.038,0
LN106253,41,Male,Single,2,Bachelor's,Self-Employed,17.6,47971,619,0,2,Debt Consolidation,14100,120,12.63,Mortgage,10719,0,0.123,1
LN106254,33,Female,Single,2,Bachelor's,Employed,6.5,38135,663,0,2,Business,25200,24,10.82,Rent,4467,25840,0.452,1
LN106255,18,Female,Divorced,3,Associate,Unemployed,0.0,8000,548,1,1,Home,7400,60,14.82,Rent,1277,9471,0.679,0
LN106256,53,Female,Single,1,Bachelor's,Retired,14.2,22033,550,0,1,Education,4400,240,10.88,Own,1498,0,0.14,1
LN106257,23,Female,Single,0,Master's,Employed,1.1,70012,607,0,1,Home,138400,24,9.82,Mortgage,2340,143782,1.053,0
LN106258,26,Female,Single,2,Master's,Self-Employed,5.5,111770,681,0,1,Home,85700,36,7.4,Own,3858,93434,0.273,1
LN106259,34,Female,Married,2,Bachelor's,Employed,7.8,63784,621,0,1,Education,11600,36,10.84,Rent,867,0,0.088,1
LN106260,53,Male,Divorced,0,High School,Employed,30.1,13419,652,0,4,Personal,2300,84,8.18,Own,1472,0,1.042,1
LN106261,46,Female,Single,0,High School,Self-Employed,15.5,30592,556,0,1,Home,63200,360,12.54,Mortgage,1887,68975,0.198,0
LN106262,36,Male,Married,1,Master's,Employed,4.6,41561,580,0,3,Education,6100,60,9.75,Own,5102,0,0.107,1
LN106263,41,Female,Single,1,Master's,Retired,14.1,66410,723,0,2,Personal,12000,120,9.24,Rent,100021,0,0.162,1
LN106264,31,Male,Married,0,Bachelor's,Employed,5.5,17580,575,0,3,Home,23800,60,9.74,Rent,3599,23190,0.918,0
LN106265,39,Male,Married,1,High School,Employed,3.3,28522,510,0,2,Home,18200,84,11.03,Rent,3755,19221,0.289,0
LN106266,38,Female,Married,3,High School,Retired,10.7,32498,543,0,0,Personal,6400,240,11.96,Mortgage,1949,0,0.01,1
LN106267,48,Male,Married,1,High School,Employed,4.1,8172,648,0,0,Auto,1000,84,11.0,Rent,414,1139,0.017,1
LN106268,48,Female,Divorced,0,Bachelor's,Self-Employed,16.5,34375,585,0,1,Debt Consolidation,10300,48,10.6,Own,3617,0,0.143,1
LN106269,43,Male,Married,1,Bachelor's,Employed,10.9,20672,606,0,1,Home,31000,24,8.77,Rent,5575,36870,0.981,0
LN106270,34,Female,Married,1,Associate,Employed,5.4,40488,539,0,0,Medical,7200,12,11.73,Own,12012,0,0.178,1
LN106271,46,Female,Married,2,Associate,Employed,17.1,36681,537,0,2,Education,15000,84,12.91,Own,2701,0,0.115,1
LN106272,36,Female,Married,4,Bachelor's,Employed,5.7,57777,521,0,3,Auto,16800,60,12.05,Mortgage,2679,19302,0.269,1
LN106273,26,Male,Single,1,Master's,Self-Employed,3.3,30115,575,0,1,Debt Consolidation,4200,36,9.1,Mortgage,18880,0,0.169,1
LN106274,33,Male,Single,2,Master's,Employed,3.1,39365,677,0,2,Auto,11100,24,7.93,Rent,3131,10428,0.227,1
LN106275,38,Female,Single,2,Master's,Employed,7.3,40019,589,0,2,Education,5200,48,12.05,Rent,726,0,0.16,0
LN106276,48,Male,Married,0,Bachelor's,Self-Employed,3.1,44300,601,0,1,Auto,14100,48,13.04,Own,7572,13175,0.179,1
LN106277,35,Male,Married,1,Bachelor's,Self-Employed,11.8,46832,572,0,0,Personal,5100,48,11.12,Mortgage,869,0,0.027,1
LN106278,24,Female,Single,0,High School,Self-Employed,3.2,12148,497,0,2,Home,20900,36,12.62,Mortgage,1609,19438,1.023,0
LN106279,38,Male,Married,1,Associate,Employed,7.7,31440,530,0,2,Debt Consolidation,7400,240,11.76,Mortgage,7364,0,0.184,1
LN106280,39,Male,Divorced,1,Master's,Self-Employed,8.0,17597,499,1,0,Home,9400,36,14.91,Mortgage,5824,9091,0.178,0
LN106281,40,Male,Single,2,High School,Employed,3.8,31286,542,0,2,Business,22300,60,13.44,Own,4376,22488,0.361,0
LN106282,48,Male,Single,1,High School,Employed,4.2,9683,513,0,0,Auto,1900,36,14.06,Rent,666,2355,0.065,0
LN106283,49,Female,Divorced,1,Bachelor's,Self-Employed,17.7,59809,613,0,2,Home,65100,48,11.8,Mortgage,3632,72202,0.396,1
LN106284,31,Male,Married,1,Bachelor's,Self-Employed,5.6,25296,651,0,0,Business,14800,60,10.8,Mortgage,8213,16024,0.117,1
LN106285,31,Female,Single,0,High School,Self-Employed,1.2,31881,627,0,3,Personal,5400,120,8.99,Own,2275,0,0.399,0
LN106286,26,Male,Married,1,Master's,Retired,3.2,48476,557,0,1,Education,12400,360,10.79,Rent,7188,0,0.104,0
LN106287,45,Male,Married,1,High School,Self-Employed,13.0,15454,525,0,1,Personal,2800,24,14.54,Own,1212,0,0.21,0
LN106288,53,Female,Married,0,Bachelor's,Employed,12.9,76413,640,0,1,Home,58500,36,7.84,Own,7190,71428,0.268,1
LN106289,34,Male,Married,1,Associate,Employed,1.9,15321,429,0,0,Debt Consolidation,2300,48,14.83,Own,312,0,0.038,1
LN106290,35,Female,Married,3,Master's,Employed,10.6,51227,600,0,1,Home,30900,36,9.55,Rent,21305,34825,0.266,1
LN106291,54,Female,Married,0,Bachelor's,Employed,5.2,23042,476,0,0,Personal,2700,60,13.38,Mortgage,2866,0,0.023,1
LN106292,43,Male,Single,3,Associate,Employed,8.3,11383,565,0,3,Personal,1800,36,10.98,Mortgage,1118,0,0.35,0
LN106293,42,Female,Married,1,PhD,Retired,16.4,44047,647,0,2,Auto,14300,240,8.35,Rent,701,17924,0.136,1
LN106294,24,Male,Widowed,3,High School,Self-Employed,5.0,41629,606,0,1,Home,86700,60,10.62,Mortgage,7851,94521,0.444,0
LN106295,45,Male,Married,1,High School,Employed,7.0,18963,629,0,0,Personal,3400,120,10.91,Mortgage,5726,0,0.018,1
LN106296,27,Male,Married,0,Bachelor's,Employed,2.7,53178,556,0,1,Medical,11500,48,12.05,Rent,12255,0,0.102,1
LN106297,25,Female,Single,2,Associate,Employed,2.6,15317,553,0,0,Home,27000,60,11.9,Own,1661,34961,0.353,1
LN106298,34,Male,Single,0,Master's,Employed,4.4,61645,582,0,0,Debt Consolidation,21500,12,12.21,Rent,3002,0,0.349,1
LN106299,31,Female,Divorced,0,High School,Employed,5.8,8000,571,0,2,Personal,1000,36,11.83,Mortgage,910,0,0.352,0
LN106300,35,Female,Single,3,Bachelor's,Employed,4.3,70474,514,0,1,Auto,14500,48,12.47,Mortgage,4142,16733,0.084,1
LN106301,22,Male,Single,1,Master's,Unemployed,0.0,8000,526,0,2,Home,8500,84,14.11,Own,572,10403,1.073,0
LN106302,48,Male,Married,3,High School,Employed,11.1,12932,569,0,3,Education,4000,48,11.24,Mortgage,1864,0,1.08,1
LN106303,50,Female,Married,0,Master's,Employed,15.8,36430,604,0,2,Personal,5000,360,12.94,Own,7943,0,0.097,1
LN106304,18,Female,Married,3,Bachelor's,Employed,0.0,96341,546,0,0,Auto,30300,24,12.08,Mortgage,3278,28184,0.157,1
LN106305,48,Male,Single,1,High School,Retired,5.6,19660,624,0,3,Auto,2400,84,11.77,Rent,487,2983,0.288,1
LN106306,29,Female,Single,2,Bachelor's,Employed,2.0,31090,552,0,0,Auto,9400,36,10.6,Own,226,11011,0.101,1
LN106307,47,Male,Single,1,Associate,Employed,25.0,141413,696,0,0,Home,275100,48,8.87,Rent,15271,296183,0.486,1
LN106308,37,Female,Married,0,PhD,Employed,9.8,80721,539,0,1,Personal,6600,120,12.3,Rent,2041,0,0.021,1
LN106309,38,Female,Married,1,PhD,Employed,4.9,63784,544,1,3,Auto,20500,84,15.33,Own,19541,22374,0.177,0
LN106310,35,Female,Married,2,PhD,Retired,15.2,69552,589,0,2,Home,65600,48,9.68,Rent,28796,72003,0.353,1
LN106311,51,Female,Married,4,High School,Employed,3.2,45356,664,0,0,Home,37100,84,11.32,Rent,1483,35450,0.117,1
LN106312,24,Female,Single,0,PhD,Employed,0.6,35992,591,0,1,Business,16400,180,10.63,Rent,2949,17680,0.162,1
LN106313,44,Female,Married,1,High School,Self-Employed,12.1,14544,650,0,3,Business,5500,36,9.75,Rent,2036,4969,0.975,0
LN106314,50,Female,Single,0,Master's,Employed,12.8,28287,525,1,3,Auto,8600,60,15.42,Rent,13581,8448,0.338,1
LN106315,45,Male,Single,0,Bachelor's,Employed,13.2,40086,693,0,2,Home,66100,360,6.02,Mortgage,612,61522,0.255,1
LN106316,63,Female,Married,1,High School,Employed,21.5,25961,632,0,1,Education,4200,12,10.88,Own,7063,0,0.244,1
LN106317,32,Male,Single,2,Bachelor's,Unemployed,0.0,8000,591,0,2,Debt Consolidation,1000,60,12.45,Rent,1120,0,0.285,0
LN106318,48,Male,Married,0,Bachelor's,Retired,18.5,15766,496,0,1,Education,6400,360,13.34,Mortgage,2762,0,0.191,0
LN106319,36,Male,Single,2,Master's,Unemployed,0.0,21312,469,1,1,Business,21100,60,17.04,Rent,1051,21442,0.398,0
LN106320,51,Male,Married,1,Bachelor's,Employed,13.5,28057,543,0,0,Personal,2100,60,12.85,Rent,37925,0,0.015,1
LN106321,37,Male,Single,0,Master's,Unemployed,0.0,8000,562,0,1,Medical,1300,48,12.93,Rent,845,0,0.422,0
LN106322,33,Female,Widowed,1,Bachelor's,Employed,11.9,31554,613,0,1,Auto,7600,60,10.78,Own,739,8576,0.162,1
LN106323,52,Male,Single,1,Master's,Retired,8.1,18523,569,0,1,Auto,4500,84,12.79,Own,969,4985,0.182,0
LN106324,32,Female,Married,1,Master's,Employed,3.7,28823,503,1,3,Medical,2000,60,14.89,Rent,3778,0,0.311,0
LN106325,22,Male,Divorced,1,High School,Employed,1.7,22522,609,0,0,Personal,1200,24,10.94,Rent,791,0,0.027,1
LN106326,32,Male,Married,1,Bachelor's,Unemployed,0.0,11664,563,0,1,Personal,1400,60,12.54,Rent,5080,0,0.178,0
LN106327,44,Male,Married,1,PhD,Employed,15.5,302154,707,0,0,Business,84700,360,6.48,Own,9335,103237,0.01,1
LN106328,53,Male,Married,3,Master's,Employed,6.3,121120,539,0,2,Personal,20200,48,12.83,Mortgage,2143,0,0.088,1
LN106329,39,Female,Married,0,Bachelor's,Employed,8.5,18233,530,0,0,Auto,2000,60,12.51,Rent,12537,2232,0.022,1
LN106330,52,Female,Married,2,High School,Self-Employed,13.0,23792,526,0,1,Debt Consolidation,3500,48,13.02,Mortgage,1497,0,0.178,0
LN106331,23,Male,Single,2,High School,Self-Employed,2.4,31224,555,1,3,Personal,5300,12,13.31,Mortgage,1906,0,0.609,0
LN106332,33,Male,Divorced,2,High School,Self-Employed,12.3,32705,590,0,1,Education,14300,24,8.83,Mortgage,776,0,0.313,0
LN106333,34,Female,Married,1,High School,Employed,6.0,16921,530,0,1,Home,14300,36,12.5,Rent,1377,17169,0.502,0
LN106334,36,Male,Divorced,3,Bachelor's,Unemployed,0.0,13592,567,0,3,Business,13200,60,12.25,Rent,1321,12365,0.956,0
LN106335,38,Male,Single,2,High School,Employed,11.1,14788,559,0,0,Medical,1200,48,11.41,Rent,1316,0,0.02,1
LN106336,45,Female,Divorced,3,High School,Employed,12.1,18060,499,0,1,Personal,3200,240,13.83,Mortgage,248,0,0.063,1
LN106337,33,Male,Single,1,Master's,Employed,7.9,38540,547,0,1,Home,29700,60,10.92,Rent,6340,32935,0.189,0
LN106338,39,Female,Married,1,High School,Retired,3.6,10538,550,0,1,Business,3600,240,11.12,Mortgage,643,4253,0.343,0
LN106339,37,Female,Married,0,Bachelor's,Employed,10.2,83640,550,0,3,Education,28200,60,12.53,Own,3802,0,0.125,1
LN106340,27,Male,Married,2,High School,Self-Employed,6.4,32065,576,0,1,Home,40300,84,11.63,Mortgage,389,38545,0.245,0
LN106341,36,Male,Married,1,Bachelor's,Retired,3.7,30476,693,0,1,Home,40400,48,8.96,Rent,1090,41640,0.453,1
LN106342,36,Female,Single,0,High School,Employed,10.3,17977,643,0,0,Auto,5000,120,9.59,Rent,2229,6433,0.028,1
LN106343,36,Male,Married,0,High School,Unemployed,0.0,23353,586,0,0,Personal,3000,360,9.56,Own,7494,0,0.01,0
LN106344,38,Female,Single,3,Associate,Employed,6.8,14032,633,0,0,Personal,2600,48,10.83,Own,4705,0,0.046,1
LN106345,38,Female,Married,0,Bachelor's,Employed,8.6,60030,616,0,0,Auto,13700,36,10.01,Mortgage,1466,16367,0.076,1
LN106346,33,Male,Married,1,Bachelor's,Employed,1.5,101771,623,0,2,Auto,11100,12,7.19,Own,6958,13203,0.16,1
LN106347,51,Female,Single,1,High School,Self-Employed,11.7,32981,582,0,1,Medical,2200,360,10.87,Mortgage,1326,0,0.147,1
LN106348,25,Male,Married,0,Bachelor's,Employed,4.0,39772,623,0,2,Medical,6500,180,11.39,Rent,1147,0,0.068,1
LN106349,30,Male,Married,1,Bachelor's,Employed,6.7,30521,600,0,2,Medical,4200,48,9.2,Mortgage,472,0,0.155,1
LN106350,68,Female,Single,0,Bachelor's,Employed,21.7,59139,553,0,0,Personal,5000,48,10.59,Rent,3080,0,0.021,1
LN106351,26,Female,Divorced,0,Bachelor's,Employed,3.0,34490,519,1,3,Education,5500,24,15.27,Rent,3475,0,0.376,0
LN106352,23,Female,Married,1,High School,Employed,0.5,55657,669,0,0,Medical,7700,12,10.01,Mortgage,31928,0,0.138,1
LN106353,46,Male,Single,1,Bachelor's,Employed,10.7,27705,566,0,1,Business,15700,48,12.8,Rent,898,18109,0.244,0
LN106354,18,Female,Single,0,Master's,Employed,0.0,28913,559,0,2,Education,5700,48,11.83,Mortgage,545,0,0.135,0
LN106355,35,Male,Married,1,High School,Self-Employed,12.8,15620,527,0,1,Education,4200,36,11.31,Rent,5789,0,0.304,1
LN106356,61,Female,Single,1,Bachelor's,Employed,9.0,88844,684,0,1,Business,92000,36,7.82,Own,41513,114683,0.383,1
LN106357,21,Female,Single,1,Bachelor's,Employed,0.1,45338,584,0,2,Medical,8000,180,13.31,Rent,1197,0,0.091,1
LN106358,18,Female,Single,5,High School,Employed,0.0,48593,556,0,1,Personal,2700,180,12.66,Rent,1882,0,0.084,1
LN106359,21,Female,Married,0,Associate,Employed,1.5,22885,573,0,2,Home,40400,84,13.36,Rent,3775,42194,0.603,0
LN106360,47,Female,Married,2,High School,Unemployed,0.0,8000,528,0,0,Medical,1000,84,12.26,Rent,826,0,0.018,1
LN106361,50,Female,Single,4,Bachelor's,Self-Employed,16.8,75004,594,0,1,Home,85100,120,9.6,Rent,1309,110292,0.171,1
LN106362,32,Female,Married,0,Bachelor's,Employed,6.2,59605,514,0,1,Home,119700,84,13.06,Mortgage,777,141212,0.321,0
LN106363,45,Female,Divorced,2,High School,Unemployed,0.0,8000,569,1,1,Education,1500,180,12.7,Rent,1903,0,0.204,0
LN106364,53,Female,Widowed,0,Bachelor's,Employed,11.8,22300,639,0,0,Debt Consolidation,8600,12,10.92,Mortgage,533,0,0.386,1
LN106365,57,Female,Divorced,0,Master's,Employed,10.6,32741,602,0,1,Auto,5500,120,14.2,Rent,476,5438,0.062,1
LN106366,35,Female,Married,1,Master's,Employed,15.5,44001,552,0,1,Debt Consolidation,13200,84,12.02,Mortgage,2828,0,0.128,1
LN106367,18,Male,Single,0,Bachelor's,Employed,0.0,36496,552,0,1,Auto,4600,24,12.58,Mortgage,4186,4195,0.145,1
LN106368,28,Male,Single,1,Bachelor's,Retired,4.1,30262,653,0,0,Business,27800,240,8.46,Own,240,28437,0.046,1
LN106369,33,Female,Married,0,Master's,Employed,1.9,35183,593,0,1,Education,5200,24,9.76,Rent,46958,0,0.201,1
LN106370,35,Male,Married,2,Bachelor's,Employed,6.0,112835,518,0,2,Auto,32800,60,12.5,Rent,9010,39883,0.124,1
LN106371,35,Female,Divorced,1,Associate,Employed,8.8,89449,582,0,0,Auto,8800,12,13.29,Own,25709,11050,0.098,1
LN106372,50,Male,Single,1,Bachelor's,Self-Employed,17.2,49537,500,0,1,Medical,10600,240,13.67,Rent,3042,0,0.097,1
LN106373,52,Male,Married,1,Bachelor's,Retired,17.9,31593,667,0,1,Home,66000,240,9.32,Mortgage,248,76198,0.251,1
LN106374,36,Female,Married,0,Bachelor's,Unemployed,0.0,8000,536,0,0,Education,2500,240,12.54,Mortgage,180,0,0.016,0
LN106375,50,Female,Married,2,Bachelor's,Employed,25.6,82682,673,0,2,Business,79600,360,7.53,Own,951,89661,0.1,1
LN106376,41,Male,Married,1,Bachelor's,Self-Employed,3.8,41872,583,0,2,Personal,4900,24,12.67,Mortgage,1821,0,0.252,1
LN106377,38,Female,Single,2,High School,Employed,11.6,11596,524,0,1,Auto,3600,360,13.68,Mortgage,1214,3815,0.328,1
LN106378,47,Female,Widowed,4,Bachelor's,Employed,4.5,25752,641,0,0,Personal,4800,60,8.86,Rent,2104,0,0.037,1
LN106379,38,Male,Married,1,PhD,Employed,2.6,53957,513,0,3,Home,28500,60,13.13,Rent,7452,29022,0.171,1
LN106380,60,Male,Married,1,High School,Self-Employed,20.8,52174,520,0,0,Personal,8900,48,12.53,Mortgage,1107,0,0.043,1
LN106381,22,Male,Single,0,Bachelor's,Employed,1.2,9310,582,0,2,Education,1500,24,12.38,Own,2294,0,0.557,0
LN106382,32,Male,Married,0,Master's,Employed,2.4,54191,623,0,2,Debt Consolidation,11800,360,13.14,Rent,2283,0,0.181,1
LN106383,36,Male,Single,1,High School,Unemployed,0.0,8000,550,0,3,Business,5700,240,11.42,Own,534,6129,0.805,0
LN106384,42,Male,Single,0,Master's,Employed,9.0,35511,624,0,2,Home,49400,360,11.02,Rent,1377,52552,0.268,0
LN106385,51,Male,Single,1,Master's,Employed,13.5,38663,534,1,4,Education,9100,60,15.2,Own,1927,0,0.491,0
LN106386,37,Female,Single,1,Bachelor's,Employed,4.0,62155,541,0,4,Personal,7400,120,12.09,Own,6882,0,0.134,0
LN106387,22,Female,Married,0,High School,Unemployed,0.0,8000,512,1,4,Medical,1300,60,14.35,Mortgage,494,0,1.5,0
LN106388,47,Female,Married,0,High School,Self-Employed,9.4,8000,477,1,3,Home,15800,12,16.34,Rent,1259,17991,1.5,0
LN106389,46,Male,Divorced,1,High School,Self-Employed,10.1,24928,647,0,2,Medical,2800,180,9.39,Rent,1430,0,0.217,1
LN106390,18,Female,Single,1,Master's,Self-Employed,0.0,61283,566,0,1,Personal,6600,84,11.98,Own,1442,0,0.09,0
LN106391,37,Female,Single,1,Associate,Employed,1.5,18804,489,0,2,Personal,1200,24,14.97,Mortgage,8813,0,0.393,1
LN106392,20,Female,Divorced,1,Master's,Employed,1.1,16656,451,1,5,Medical,1200,180,15.37,Rent,1582,0,1.076,0
LN106393,30,Female,Single,0,Bachelor's,Employed,4.9,68961,551,0,2,Personal,8000,60,11.38,Mortgage,5379,0,0.058,1
LN106394,28,Female,Single,0,Associate,Employed,1.1,20942,559,0,2,Education,4500,84,12.46,Mortgage,2321,0,0.351,0
LN106395,46,Female,Single,1,Master's,Unemployed,0.0,12179,491,1,2,Education,1500,240,15.77,Rent,979,0,0.566,0
LN106396,39,Female,Married,3,Bachelor's,Employed,2.3,12030,557,0,3,Business,3600,240,11.47,Rent,233,4211,0.927,0
LN106397,23,Male,Married,3,High School,Retired,1.5,28257,532,0,1,Home,50500,24,12.96,Own,1619,52345,0.97,0
LN106398,47,Male,Single,3,Bachelor's,Employed,7.2,18359,595,0,3,Home,29700,60,12.91,Rent,595,27784,1.084,0
LN106399,22,Male,Married,2,Bachelor's,Employed,0.9,71865,499,0,2,Personal,9700,84,14.12,Own,2197,0,0.073,0
LN106400,41,Male,Married,4,Bachelor's,Employed,3.3,24806,466,0,2,Home,46200,84,14.14,Rent,2004,56682,0.538,0
LN106401,29,Male,Divorced,0,Bachelor's,Employed,4.2,44333,617,0,3,Auto,4200,60,10.94,Own,3108,4034,0.257,1
LN106402,33,Female,Single,1,Associate,Self-Employed,2.2,45832,526,0,1,Business,46300,120,10.55,Mortgage,1052,50681,0.162,1
LN106403,43,Male,Married,1,Master's,Unemployed,0.0,8000,670,0,3,Personal,1600,36,8.41,Own,2386,0,0.44,0
LN106404,43,Female,Single,0,Master's,Employed,9.3,64796,530,0,3,Debt Consolidation,10400,36,13.37,Rent,2528,0,0.222,1
LN106405,52,Female,Married,2,Bachelor's,Retired,18.6,38263,661,0,0,Personal,3500,180,9.93,Rent,3344,0,0.01,1
LN106406,37,Male,Single,2,Bachelor's,Unemployed,0.0,8000,618,0,0,Debt Consolidation,1900,48,11.08,Own,1356,0,0.059,0
